,model_name,sentence_id,sentence_text,compared_word_ids,compared_words,sentence_scores,result,word_id,word
10,bert-base-uncased,35049,may her bed above be aisy!'',"[3, 162, 27, 587, 375, 369, 353, 589, 559, 17, 198]","['above', 'down', 'back', 'under', 'out', 'on', 'next to', 'up', 'to', 'around', 'for']","[-64.8450665473938, -63.432472229003906, -63.769102573394775, -69.02894973754883, -67.00319862365723, -66.94260311126709, -69.30104780197144, -65.02422618865967, -59.68382549285889, -71.58543825149536]",False,3,above
11,bert-base-uncased,176170,dragonflies fly low above ponds and streams early in the summer,"[3, 162, 559, 587, 617, 2, 369, 17, 47, 370, 366]","['above', 'down', 'to', 'under', 'with', 'about', 'on', 'around', 'behind', 'on top of', 'of']","[-68.6865062713623, -22.676749229431152, -28.7445387840271, -26.145352840423584, -32.194993019104004, -32.72544717788696, -31.723698616027832, -24.013988494873047, -29.178253650665283, -32.24009990692139]",False,3,above
12,bert-base-uncased,73313,"she thought una would be mad at you for writing 'em, cause the cliffords are so proud and think themselves above everybody else.","[3, 19, 367, 22, 370, 253, 47, 589, 366, 51, 353]","['above', 'at', 'off', 'away', 'on top of', 'here', 'behind', 'up', 'of', 'beside', 'next to']","[-25.464336395263672, -37.35608720779419, -73.07425689697266, -98.70974922180176, -88.69578742980957, -96.63154220581055, -74.11700582504272, -98.79480981826782, -85.28106355667114, -87.07561254501343]",True,3,above
13,bert-base-uncased,102824,two butterfly-winged devas held a wreath over his head; above them another pair supported an umbrella surmounted by the jewelled headdress of the bodhisat.,"[3, 22, 198, 2, 367, 369, 253, 617, 378, 375, 370]","['above', 'away', 'for', 'about', 'off', 'on', 'here', 'with', 'over', 'out', 'on top of']","[-82.22866106033325, -85.52018976211548, -79.77014970779419, -63.30515384674072, -81.49057483673096, -73.83788728713989, -72.2152190208435, -72.52129411697388, -70.85560846328735, -87.15235090255737]",False,3,above
14,bert-base-uncased,113735,the top of it was only about two feet above the ground.,"[3, 378, 369, 353, 22, 589, 587, 19, 366, 91, 367]","['above', 'over', 'on', 'next to', 'away', 'up', 'under', 'at', 'of', 'by', 'off']","[-68.27907037734985, -67.79760646820068, -83.33958768844604, -66.3760986328125, -5.886041641235352, -13.242647171020508, -13.209720611572266, -15.04879379272461, -22.32731056213379, -19.408191680908203]",False,3,above
15,bert-base-uncased,101069,the latter stood in several places as much as a foot or a foot and a half above the surface of the sand.,"[3, 587, 370, 2, 353, 47, 366, 369, 253, 162, 378]","['above', 'under', 'on top of', 'about', 'next to', 'behind', 'of', 'on', 'here', 'down', 'over']","[-13.46289348602295, -20.60347032546997, -15.106112480163574, -20.000332832336426, -5.953442573547363, -28.964187145233154, -34.60491895675659, -30.05283546447754, -45.26666593551636, -35.586918354034424]",False,3,above
16,bert-base-uncased,93413,"as long as proserpina was above ground, there might have been hopes of regaining her.","[3, 353, 366, 162, 375, 559, 2, 27, 47, 277, 91]","['above', 'next to', 'of', 'down', 'out', 'to', 'about', 'back', 'behind', 'into', 'by']","[-38.63555288314819, -45.72369623184204, -35.789875507354736, -46.083251953125, -47.66572618484497, -35.152462005615234, -17.932387828826904, -32.137142181396484, -34.13564491271973, -41.21735906600952]",False,3,above
17,bert-base-uncased,86330,she had gone down with some over-harbour friends to the rock-shore where they all lingered as dance after dance went on above them.,"[3, 543, 369, 51, 22, 91, 253, 47, 617, 27, 589]","['above', 'there', 'on', 'beside', 'away', 'by', 'here', 'behind', 'with', 'back', 'up']","[-43.53194761276245, -45.14674711227417, -36.41362142562866, -39.2183198928833, -30.420607566833496, -41.7736611366272, -35.791348934173584, -61.64588737487793, -75.78608989715576, -70.93936204910278]",False,3,above
18,bert-base-uncased,105376,"he was plunging into a beautiful dreamland when his ears caught a whisper, thin and sharp, above the monotonous babble round the fire.","[3, 543, 253, 162, 276, 22, 353, 198, 51, 367, 587]","['above', 'there', 'here', 'down', 'inside', 'away', 'next to', 'for', 'beside', 'off', 'under']","[-63.15198564529419, -81.28189706802368, -62.667985916137695, -78.40052509307861, -60.707664012908936, -62.941914558410645, -90.72157526016235, -76.17849016189575, -52.25106334686279, -76.77797317504883]",False,3,above
19,bert-base-uncased,1348,"my princess, birds above echo back our songs of love, as through this enchanted land blithe we wander, hand in hand.","[3, 617, 366, 2, 22, 276, 277, 375, 47, 559, 367]","['above', 'with', 'of', 'about', 'away', 'inside', 'into', 'out', 'behind', 'to', 'off']","[-72.20385408401489, -65.26173830032349, -58.714213848114014, -70.8853325843811, -52.966007232666016, -64.76095724105835, -57.07210159301758, -58.15651321411133, -59.99254894256592, -58.820186614990234]",False,3,above
20,bert-base-uncased,354441,yeah you was coming after my toilet tissue,"[4, 363, 561, 299, 46, 555, 337, 625, 355, 563, 565]","['after', 'now', 'today', 'later', 'before', 'time', 'morning', 'yesterday', 'night', 'tomorrow', 'tonight']","[-58.063186168670654, -72.61438941955566, -71.6731686592102, -70.00155019760132, -64.85814905166626, -76.11109256744385, -75.33372068405151, -71.02499532699585, -78.75729322433472, -72.68566417694092]",True,4,after
21,bert-base-uncased,120587,after we have rested awhile we will go over to the old pasture.,"[4, 563, 149, 337, 46, 561, 565, 355, 363, 625, 555]","['after', 'tomorrow', 'day', 'morning', 'before', 'today', 'tonight', 'night', 'now', 'yesterday', 'time']","[-72.8552417755127, -29.80371856689453, -49.47596073150635, -43.480082988739014, -49.07390546798706, -39.49069547653198, -51.09059762954712, -50.82925605773926, -44.570974826812744, -43.82524871826172]",False,4,after
22,bert-base-uncased,79758,if it were joyce he were after miss sally blocked his schemes with much enjoyment.,"[4, 565, 561, 555, 46, 563, 149, 363, 299, 355, 337]","['after', 'tonight', 'today', 'time', 'before', 'tomorrow', 'day', 'now', 'later', 'night', 'morning']","[-47.657514572143555, -41.79663896560669, -91.64416599273682, -96.86467123031616, -95.17321538925171, -100.7357759475708, -92.53005313873291, -95.40651416778564, -101.52490186691284, -95.94174575805664]",False,4,after
23,bert-base-uncased,51758,i 'm sure i ca n't tell her all my secrets after this... she might tell fred.,"[4, 149, 561, 355, 299, 563, 555, 46, 565, 337, 625]","['after', 'day', 'today', 'night', 'later', 'tomorrow', 'time', 'before', 'tonight', 'morning', 'yesterday']","[-96.03250312805176, -101.13770914077759, -95.63050985336304, -63.61381959915161, -86.58020162582397, -80.75500440597534, -86.06353330612183, -81.704176902771, -80.99623394012451, -85.72513771057129]",False,4,after
24,bert-base-uncased,134102,and after your nap probably mormor would be here,"[4, 563, 565, 149, 625, 555, 46, 355, 363, 337, 561]","['after', 'tomorrow', 'tonight', 'day', 'yesterday', 'time', 'before', 'night', 'now', 'morning', 'today']","[-67.74441909790039, -79.56534957885742, -91.0642638206482, -81.41647624969482, -52.06767702102661, -66.33732032775879, -65.51681184768677, -68.69470310211182, -63.662224769592285, -73.52489376068115]",False,4,after
25,bert-base-uncased,58992,"every day she loved her more, and yearned after her more deeply.","[4, 337, 555, 46, 299, 563, 149, 561, 625, 363, 565]","['after', 'morning', 'time', 'before', 'later', 'tomorrow', 'day', 'today', 'yesterday', 'now', 'tonight']","[-56.196155071258545, -69.1294584274292, -62.98882818222046, -65.88431549072266, -64.60605573654175, -24.80652141571045, -51.562636375427246, -47.67053508758545, -29.449671268463135, -40.601808071136475]",False,4,after
26,bert-base-uncased,298995,then where did daddy take you after that,"[4, 625, 561, 149, 46, 363, 299, 355, 555, 565, 563]","['after', 'yesterday', 'today', 'day', 'before', 'now', 'later', 'night', 'time', 'tonight', 'tomorrow']","[-47.81643772125244, -57.94439506530762, -43.373401165008545, -46.58565139770508, -39.84998369216919, -43.6213002204895, -42.6562237739563, -44.88481950759888, -42.85213279724121, -58.447216510772705]",False,4,after
27,bert-base-uncased,338461,where is the boy who looks after the sheep,"[4, 565, 625, 363, 563, 555, 149, 337, 299, 561, 355]","['after', 'tonight', 'yesterday', 'now', 'tomorrow', 'time', 'day', 'morning', 'later', 'today', 'night']","[-40.50016117095947, -42.698715686798096, -45.586689472198486, -56.990482330322266, -68.67411184310913, -44.575074195861816, -46.977213859558105, -21.842115879058838, -46.2336950302124, -49.649409770965576]",False,4,after
28,bert-base-uncased,116665,after that he kept out of sight of all his neighbors.,"[4, 149, 625, 563, 561, 46, 337, 355, 363, 555, 299]","['after', 'day', 'yesterday', 'tomorrow', 'today', 'before', 'morning', 'night', 'now', 'time', 'later']","[-45.780691623687744, -43.88511276245117, -47.3921480178833, -46.31105422973633, -40.69528818130493, -47.12931489944458, -44.3363356590271, -42.22912883758545, -11.973831176757812, -21.508975505828857]",False,4,after
29,bert-base-uncased,352189,yeah next time maybe we can come maybe i'll come in the afternoon because after you'd left and we had arranged for this time i realized that sometimes of course it's different,"[4, 625, 46, 555, 565, 363, 561, 355, 149, 337, 563]","['after', 'yesterday', 'before', 'time', 'tonight', 'now', 'today', 'night', 'day', 'morning', 'tomorrow']","[-27.24825954437256, -30.90365743637085, -31.39528465270996, -18.512174129486084, -23.50853443145752, -18.989599227905273, -22.276554107666016, -18.13536834716797, -26.743570804595947, -89.80962038040161]",False,4,after
30,bert-base-uncased,378959,you've never been on an airplane before,"[5, 577, 248, 578, 54, 98, 85, 190, 524, 486, 573]","['airplane', 'tricycle', 'helicopter', 'truck', 'bicycle', 'car', 'bus', 'firetruck', 'stroller', 'sled', 'train']","[-21.52727508544922, -32.540428161621094, -42.100337982177734, -44.91142511367798, -42.07353115081787, -48.679139137268066, -38.8653039932251, -41.02637195587158, -42.69670009613037, -31.40857219696045]",True,5,airplane
31,bert-base-uncased,167822,do you know how to make a paper airplane,"[5, 98, 572, 486, 54, 248, 63, 85, 577, 524, 578]","['airplane', 'car', 'tractor', 'sled', 'bicycle', 'helicopter', 'boat', 'bus', 'tricycle', 'stroller', 'truck']","[-39.816115379333496, -27.400501251220703, -32.10125970840454, -33.822566509246826, -26.263390064239502, -29.924131870269775, -35.360769748687744, -30.29082727432251, -31.74806785583496, -24.710906982421875]",False,5,airplane
32,bert-base-uncased,321879,well not now they're not in the airplane,"[5, 248, 524, 578, 486, 190, 577, 98, 572, 85, 573]","['airplane', 'helicopter', 'stroller', 'truck', 'sled', 'firetruck', 'tricycle', 'car', 'tractor', 'bus', 'train']","[-38.44486904144287, -30.925992488861084, -43.09069490432739, -40.3285551071167, -54.387943267822266, -38.631699085235596, -54.02914094924927, -44.64115858078003, -49.76510190963745, -36.82384729385376]",False,5,airplane
33,bert-base-uncased,161110,come over here and let's see who's in your airplane,"[5, 578, 85, 338, 577, 248, 63, 524, 98, 54, 573]","['airplane', 'truck', 'bus', 'motorcycle', 'tricycle', 'helicopter', 'boat', 'stroller', 'car', 'bicycle', 'train']","[-44.008270263671875, -38.91171646118164, -41.09023141860962, -26.921168327331543, -19.3408203125, -25.538567066192627, -28.376713752746582, -38.13433361053467, -27.271286010742188, -21.180736541748047]",False,5,airplane
34,bert-base-uncased,299617,there is an airplane out there xxx,"[5, 85, 54, 572, 524, 486, 98, 63, 573, 248, 577]","['airplane', 'bus', 'bicycle', 'tractor', 'stroller', 'sled', 'car', 'boat', 'train', 'helicopter', 'tricycle']","[-38.03026866912842, -18.090744972229004, -29.474411964416504, -27.78638219833374, -23.771594047546387, -50.30570840835571, -46.1472430229187, -41.72044324874878, -37.75316905975342, -37.0373272895813]",False,5,airplane
35,bert-base-uncased,281244,she's waiting for the airplane to come,"[5, 54, 98, 572, 577, 578, 573, 338, 248, 85, 63]","['airplane', 'bicycle', 'car', 'tractor', 'tricycle', 'truck', 'train', 'motorcycle', 'helicopter', 'bus', 'boat']","[-41.452144145965576, -41.26821279525757, -44.29488515853882, -40.99539518356323, -39.80026578903198, -24.334009170532227, -26.04505157470703, -19.379122257232666, -23.614343643188477, -15.601978302001953]",False,5,airplane
36,bert-base-uncased,219372,is there an airplane at the desert museum huh,"[5, 524, 486, 190, 248, 573, 338, 577, 54, 572, 98]","['airplane', 'stroller', 'sled', 'firetruck', 'helicopter', 'train', 'motorcycle', 'tricycle', 'bicycle', 'tractor', 'car']","[-20.57935857772827, -18.28797483444214, -24.75998592376709, -22.28526258468628, -18.8463773727417, -21.701385498046875, -51.55410718917847, -62.286487102508545, -56.753502368927, -58.993316650390625]",False,5,airplane
37,bert-base-uncased,242873,no it doesn't fit on that airplane,"[5, 486, 338, 524, 577, 572, 54, 85, 98, 190, 578]","['airplane', 'sled', 'motorcycle', 'stroller', 'tricycle', 'tractor', 'bicycle', 'bus', 'car', 'firetruck', 'truck']","[-65.69183397293091, -65.30718326568604, -67.99333095550537, -54.82034683227539, -67.27274179458618, -66.63461112976074, -64.85609197616577, -44.64239311218262, -37.661492347717285, -44.24031734466553]",False,5,airplane
38,bert-base-uncased,172653,do you want the airplane to go,"[5, 524, 63, 190, 338, 98, 577, 572, 85, 248, 486]","['airplane', 'stroller', 'boat', 'firetruck', 'motorcycle', 'car', 'tricycle', 'tractor', 'bus', 'helicopter', 'sled']","[-46.93937301635742, -39.8090705871582, -46.03904151916504, -44.31653642654419, -41.57185983657837, -44.45962142944336, -41.19479513168335, -44.7412223815918, -24.701303482055664, -20.572321891784668]",False,5,airplane
39,bert-base-uncased,339958,who do you want to go on the airplane with you,"[5, 248, 85, 54, 572, 338, 573, 577, 578, 190, 63]","['airplane', 'helicopter', 'bus', 'bicycle', 'tractor', 'motorcycle', 'train', 'tricycle', 'truck', 'firetruck', 'boat']","[-22.68497323989868, -22.00269842147827, -25.439956665039062, -20.01003932952881, -17.651296615600586, -25.78984260559082, -20.746812343597412, -24.05642080307007, -20.270384788513184, -37.61837148666382]",False,5,airplane
40,bert-base-uncased,194470,i can't understand how anybody could get up and play through all morning without anything to eat,"[6, 342, 336, 172, 11, 1, 178, 372, 13, 566, 362]","['all', 'much', 'more', 'each', 'another', 'a lot', 'every', 'other', 'any', 'too', 'not']","[-69.05078935623169, -73.81220531463623, -80.19820737838745, -65.93528032302856, -64.56137657165527, -75.37394189834595, -65.68262910842896, -84.66503524780273, -70.7768063545227, -79.57534170150757]",False,6,all
41,bert-base-uncased,130100,a lot of his books out of the bookshelves they're all over the floor and my husband xxx pick them up xxx,"[6, 13, 455, 1, 372, 566, 342, 336, 178, 11, 172]","['all', 'any', 'same', 'a lot', 'other', 'too', 'much', 'more', 'every', 'another', 'each']","[-78.3219690322876, -33.90837812423706, -53.62906551361084, -58.227972984313965, -47.37055444717407, -54.756165981292725, -56.8679575920105, -53.82522535324097, -59.48714590072632, -52.151538372039795]",False,6,all
42,bert-base-uncased,251850,oh for gracious sake she brings all the towels out,"[6, 372, 172, 566, 178, 359, 455, 11, 503, 13, 342]","['all', 'other', 'each', 'too', 'every', 'none', 'same', 'another', 'some', 'any', 'much']","[-57.29841995239258, -57.341684341430664, -41.14887094497681, -61.69383478164673, -56.230098724365234, -60.35183382034302, -61.8428168296814, -62.936580181121826, -64.89291048049927, -60.367440700531006]",False,6,all
43,bert-base-uncased,324356,well wiping your nose with all the tissues huh,"[6, 503, 1, 566, 342, 362, 178, 336, 172, 13, 11]","['all', 'some', 'a lot', 'too', 'much', 'not', 'every', 'more', 'each', 'any', 'another']","[-56.8722505569458, -61.96977472305298, -70.96643877029419, -49.949318408966064, -66.9424819946289, -62.609795570373535, -80.17574167251587, -83.6020622253418, -70.866868019104, -73.27813816070557]",False,6,all
44,bert-base-uncased,132647,all you've got_to do is go in and get xxx,"[6, 13, 372, 172, 362, 566, 11, 503, 336, 359, 455]","['all', 'any', 'other', 'each', 'not', 'too', 'another', 'some', 'more', 'none', 'same']","[-76.23386335372925, -71.98196458816528, -68.78358221054077, -75.81130743026733, -42.04736852645874, -51.29636335372925, -53.83350992202759, -50.0559401512146, -53.070777893066406, -53.026596546173096]",False,6,all
45,bert-base-uncased,122054,"they were real berries, and all he had got to do was to help himself.","[6, 359, 342, 362, 172, 336, 566, 503, 11, 1, 178]","['all', 'none', 'much', 'not', 'each', 'more', 'too', 'some', 'another', 'a lot', 'every']","[-54.71175193786621, -52.95264196395874, -53.88693046569824, -52.17608880996704, -54.81687355041504, -31.85794687271118, -46.58430624008179, -47.35921621322632, -56.2164306640625, -48.91484546661377]",False,6,all
46,bert-base-uncased,316187,we took away all your binkies no binkies,"[6, 455, 1, 362, 172, 359, 566, 342, 336, 13, 372]","['all', 'same', 'a lot', 'not', 'each', 'none', 'too', 'much', 'more', 'any', 'other']","[-45.2391881942749, -59.73510026931763, -46.82010269165039, -44.38657760620117, -35.431297302246094, -47.44030237197876, -25.666647911071777, -56.99570274353027, -34.19694471359253, -38.044870376586914]",False,6,all
47,bert-base-uncased,359825,you did all your dances and you were playing with daddy out in the yard uhhuh,"[6, 362, 11, 503, 13, 342, 359, 566, 455, 372, 336]","['all', 'not', 'another', 'some', 'any', 'much', 'none', 'too', 'same', 'other', 'more']","[-47.935694217681885, -43.59018039703369, -46.47693586349487, -49.58853101730347, -46.54941701889038, -39.14815807342529, -55.49524974822998, -56.720592975616455, -75.92361116409302, -76.46347141265869]",False,6,all
48,bert-base-uncased,307855,trying to press them all at the same time,"[6, 362, 566, 178, 359, 372, 1, 172, 503, 336, 13]","['all', 'not', 'too', 'every', 'none', 'other', 'a lot', 'each', 'some', 'more', 'any']","[-67.37117290496826, -71.60302495956421, -76.92156887054443, -76.87275505065918, -75.85520553588867, -79.10479831695557, -75.69063806533813, -73.8828067779541, -36.24300003051758, -40.746442794799805]",False,6,all
49,bert-base-uncased,137073,and laura is all up at the breakfast table waiting for everyone else to come,"[6, 342, 566, 172, 359, 1, 455, 336, 11, 503, 178]","['all', 'much', 'too', 'each', 'none', 'a lot', 'same', 'more', 'another', 'some', 'every']","[-35.76618957519531, -43.64377164840698, -46.875617027282715, -49.525994300842285, -34.375365257263184, -37.113250732421875, -38.91292858123779, -37.80297231674194, -43.75460720062256, -42.47474193572998]",False,6,all
50,bert-base-uncased,134265,and and um and mrs alligator says that there's there is um trees and xxx up and flowers,"[8, 581, 224, 56, 415, 404, 170, 394, 432, 632, 468]","['alligator', 'turkey', 'goose', 'bird', 'pony', 'pig', 'duck', 'penguin', 'puppy', 'zebra', 'sheep']","[-121.56854057312012, -119.64555501937866, -119.21794128417969, -113.97679138183594, -117.66755485534668, -117.93460083007812, -114.14199590682983, -119.62550020217896, -120.22568273544312, -121.06190776824951]",False,8,alligator
51,bert-base-uncased,378289,you're right i think it's alligator he's hiding behind the curtain,"[8, 415, 394, 211, 290, 380, 632, 176, 224, 251, 12]","['alligator', 'pony', 'penguin', 'giraffe', 'kitty', 'owl', 'zebra', 'elephant', 'goose', 'hen', 'ant']","[-114.99369525909424, -35.68196249008179, -37.942498207092285, -36.23581409454346, -20.27164888381958, -33.891340255737305, -35.406352519989014, -35.1040301322937, -34.425652503967285, -35.78671646118164]",False,8,alligator
52,bert-base-uncased,287529,tadi takes his byebye bathie with alligator don't you,"[8, 176, 81, 339, 224, 102, 45, 394, 380, 415, 553]","['alligator', 'elephant', 'bug', 'mouse', 'goose', 'cat', 'bee', 'penguin', 'owl', 'pony', 'tiger']","[-35.87347459793091, -35.283000469207764, -92.27814054489136, -91.94677305221558, -91.11022329330444, -86.1217451095581, -91.68085432052612, -88.42288494110107, -89.03611660003662, -92.25238227844238]",False,8,alligator
53,bert-base-uncased,248575,now put your hand in the alligator,"[8, 150, 157, 45, 211, 224, 251, 415, 468, 380, 176]","['alligator', 'deer', 'dog', 'bee', 'giraffe', 'goose', 'hen', 'pony', 'sheep', 'owl', 'elephant']","[-90.26595115661621, -87.27007150650024, -90.75677633285522, -26.98311996459961, -26.96317195892334, -24.100523948669434, -27.32094669342041, -30.308533668518066, -25.40370750427246, -25.322348594665527]",False,8,alligator
54,bert-base-uncased,327897,what did the alligator want to do to mr punch,"[8, 81, 404, 306, 510, 102, 157, 45, 451, 176, 290]","['alligator', 'bug', 'pig', 'lion', 'squirrel', 'cat', 'dog', 'bee', 'rooster', 'elephant', 'kitty']","[-26.550518035888672, -26.249034881591797, -28.280673027038574, -26.46491527557373, -52.676926612854004, -51.83047294616699, -47.946033000946045, -51.808290004730225, -52.99437618255615, -47.87096977233887]",False,8,alligator
55,bert-base-uncased,236525,maybe the alligator wants to eat your pretzel not you eating the gorilla,"[8, 87, 176, 12, 632, 150, 9, 159, 170, 264, 468]","['alligator', 'butterfly', 'elephant', 'ant', 'zebra', 'deer', 'animal', 'donkey', 'duck', 'horse', 'sheep']","[-48.79498291015625, -53.016292095184326, -51.61664628982544, -51.90442514419556, -53.42753601074219, -44.07742118835449, -49.1767053604126, -42.153467655181885, -47.569371700286865, -45.72744703292847]",False,8,alligator
56,bert-base-uncased,353096,yeah there's an alligator on the train,"[8, 211, 404, 150, 290, 45, 159, 451, 87, 137, 81]","['alligator', 'giraffe', 'pig', 'deer', 'kitty', 'bee', 'donkey', 'rooster', 'butterfly', 'cow', 'bug']","[-46.15898370742798, -45.81066131591797, -46.714252948760986, -43.189488887786865, -44.24370574951172, -47.82877540588379, -28.034218788146973, -28.45768642425537, -40.39116859436035, -40.46207523345947]",False,8,alligator
57,bert-base-uncased,347754,xxx i'm cleaning your alligator plate you see their face,"[8, 451, 331, 87, 404, 510, 394, 137, 176, 583, 102]","['alligator', 'rooster', 'monkey', 'butterfly', 'pig', 'squirrel', 'penguin', 'cow', 'elephant', 'turtle', 'cat']","[-42.959418296813965, -40.483548164367676, -40.34306764602661, -38.36845588684082, -41.13278675079346, -40.742549896240234, -36.148494720458984, -57.71833562850952, -60.50792169570923, -54.4604697227478]",False,8,alligator
58,bert-base-uncased,342008,why don't you be the alligator sarah,"[8, 510, 553, 42, 12, 45, 296, 394, 583, 202, 150]","['alligator', 'squirrel', 'tiger', 'bear', 'ant', 'bee', 'lamb', 'penguin', 'turtle', 'frog', 'deer']","[-56.06126928329468, -54.03701639175415, -58.14424276351929, -58.79811668395996, -55.86583757400513, -58.05901288986206, -54.94005727767944, -57.345255851745605, -45.92331504821777, -43.13347387313843]",False,8,alligator
59,bert-base-uncased,295145,the bear wants the old lady and mister alligator to come with him,"[8, 415, 339, 102, 581, 334, 404, 42, 510, 432, 264]","['alligator', 'pony', 'mouse', 'cat', 'turkey', 'moose', 'pig', 'bear', 'squirrel', 'puppy', 'horse']","[-42.11938714981079, -42.6807861328125, -41.355417251586914, -43.74152088165283, -42.98951578140259, -40.9601411819458, -43.29155921936035, -39.86140823364258, -44.89217138290405, -54.63184881210327]",False,8,alligator
60,bert-base-uncased,196249,i don't know what kind of an animal that is,"[9, 581, 451, 468, 331, 8, 176, 264, 510, 150, 432]","['animal', 'turkey', 'rooster', 'sheep', 'monkey', 'alligator', 'elephant', 'horse', 'squirrel', 'deer', 'puppy']","[-18.107139110565186, -38.63587522506714, -35.59011268615723, -37.123900413513184, -34.63204574584961, -25.45457124710083, -20.937175750732422, -34.78921318054199, -36.62857532501221, -37.26616668701172]",True,9,animal
61,bert-base-uncased,204423,i think i saw your animal cards in the living room is that where they are,"[9, 394, 81, 224, 8, 404, 296, 510, 42, 251, 102]","['animal', 'penguin', 'bug', 'goose', 'alligator', 'pig', 'lamb', 'squirrel', 'bear', 'hen', 'cat']","[-33.97545146942139, -53.267418384552, -48.07965040206909, -55.44313383102417, -63.516117095947266, -53.85967302322388, -55.747474670410156, -58.33646059036255, -50.070730209350586, -52.88287305831909]",True,9,animal
