,model_name,sentence_id,sentence_text,compared_word_ids,compared_words,sentence_scores,result,word_id,word
11,nyu-mll/roberta-base-10M-1,176170,dragonflies fly low above ponds and streams early in the summer,"[3, 162, 559, 587, 617, 2, 369, 17, 47, 370, 366]","['above', 'down', 'to', 'under', 'with', 'about', 'on', 'around', 'behind', 'on top of', 'of']","[-92.90501880645752, -63.445268630981445, -68.20321083068848, -61.9419059753418, -66.97443580627441, -59.78425121307373, -73.33638858795166, -62.03555774688721, -66.87572765350342, -69.49824523925781]",False,3,above
12,nyu-mll/roberta-base-10M-1,73313,"she thought una would be mad at you for writing 'em, cause the cliffords are so proud and think themselves above everybody else.","[3, 19, 367, 22, 370, 253, 47, 589, 366, 51, 353]","['above', 'at', 'off', 'away', 'on top of', 'here', 'behind', 'up', 'of', 'beside', 'next to']","[-56.19884204864502, -68.78671741485596, -139.33750438690186, -141.31446933746338, -141.21810865402222, -146.41283226013184, -131.00609159469604, -149.8636999130249, -141.42159271240234, -142.63070678710938]",True,3,above
13,nyu-mll/roberta-base-10M-1,102824,two butterfly-winged devas held a wreath over his head; above them another pair supported an umbrella surmounted by the jewelled headdress of the bodhisat.,"[3, 22, 198, 2, 367, 369, 253, 617, 378, 375, 370]","['above', 'away', 'for', 'about', 'off', 'on', 'here', 'with', 'over', 'out', 'on top of']","[-130.00111484527588, -141.41762447357178, -136.8284854888916, -119.13520812988281, -132.68048858642578, -120.32374000549316, -126.41916513442993, -128.72463703155518, -119.54265451431274, -130.19153833389282]",False,3,above
14,nyu-mll/roberta-base-10M-1,113735,the top of it was only about two feet above the ground.,"[3, 378, 369, 353, 22, 589, 587, 19, 366, 91, 367]","['above', 'over', 'on', 'next to', 'away', 'up', 'under', 'at', 'of', 'by', 'off']","[-120.09562921524048, -126.58495855331421, -133.41454792022705, -117.69986152648926, -19.11409854888916, -29.436715126037598, -23.30560302734375, -24.927380561828613, -31.705862045288086, -32.54265022277832]",False,3,above
15,nyu-mll/roberta-base-10M-1,101069,the latter stood in several places as much as a foot or a foot and a half above the surface of the sand.,"[3, 587, 370, 2, 353, 47, 366, 369, 253, 162, 378]","['above', 'under', 'on top of', 'about', 'next to', 'behind', 'of', 'on', 'here', 'down', 'over']","[-26.48654556274414, -27.86259937286377, -25.679515838623047, -29.572333335876465, -24.881263732910156, -58.799532890319824, -61.72488832473755, -64.49405431747437, -59.69566249847412, -61.811463832855225]",False,3,above
16,nyu-mll/roberta-base-10M-1,93413,"as long as proserpina was above ground, there might have been hopes of regaining her.","[3, 353, 366, 162, 375, 559, 2, 27, 47, 277, 91]","['above', 'next to', 'of', 'down', 'out', 'to', 'about', 'back', 'behind', 'into', 'by']","[-62.167107582092285, -60.37806940078735, -58.11630725860596, -80.49877643585205, -65.33549213409424, -58.394598960876465, -54.635353565216064, -65.89079332351685, -68.41097497940063, -69.4687294960022]",False,3,above
17,nyu-mll/roberta-base-10M-1,86330,she had gone down with some over-harbour friends to the rock-shore where they all lingered as dance after dance went on above them.,"[3, 543, 369, 51, 22, 91, 253, 47, 617, 27, 589]","['above', 'there', 'on', 'beside', 'away', 'by', 'here', 'behind', 'with', 'back', 'up']","[-71.07593536376953, -71.70787525177002, -66.94964599609375, -74.31921243667603, -63.43517732620239, -72.78045749664307, -66.7702088356018, -134.28978157043457, -146.4013295173645, -132.6300492286682]",False,3,above
18,nyu-mll/roberta-base-10M-1,105376,"he was plunging into a beautiful dreamland when his ears caught a whisper, thin and sharp, above the monotonous babble round the fire.","[3, 543, 253, 162, 276, 22, 353, 198, 51, 367, 587]","['above', 'there', 'here', 'down', 'inside', 'away', 'next to', 'for', 'beside', 'off', 'under']","[-131.98476457595825, -141.55523681640625, -134.05828475952148, -149.41543912887573, -130.99345779418945, -124.59709596633911, -143.01795053482056, -142.2925181388855, -109.70802116394043, -116.73608684539795]",False,3,above
19,nyu-mll/roberta-base-10M-1,1348,"my princess, birds above echo back our songs of love, as through this enchanted land blithe we wander, hand in hand.","[3, 617, 366, 2, 22, 276, 277, 375, 47, 559, 367]","['above', 'with', 'of', 'about', 'away', 'inside', 'into', 'out', 'behind', 'to', 'off']","[-114.27223777770996, -111.32506084442139, -112.30311679840088, -112.17498397827148, -111.79913902282715, -109.87571239471436, -112.07247352600098, -113.51574516296387, -112.03811025619507, -144.6523666381836]",False,3,above
20,nyu-mll/roberta-base-10M-1,354441,yeah you was coming after my toilet tissue,"[4, 363, 561, 299, 46, 555, 337, 625, 355, 563, 565]","['after', 'now', 'today', 'later', 'before', 'time', 'morning', 'yesterday', 'night', 'tomorrow', 'tonight']","[-79.69203805923462, -90.14779329299927, -91.20709705352783, -87.25900745391846, -86.48518896102905, -91.57942295074463, -87.11239099502563, -92.77246046066284, -91.13024806976318, -87.35348749160767]",True,4,after
21,nyu-mll/roberta-base-10M-1,120587,after we have rested awhile we will go over to the old pasture.,"[4, 563, 149, 337, 46, 561, 565, 355, 363, 625, 555]","['after', 'tomorrow', 'day', 'morning', 'before', 'today', 'tonight', 'night', 'now', 'yesterday', 'time']","[-91.55521059036255, -70.66868591308594, -77.81164360046387, -70.56742572784424, -72.80334949493408, -68.28298950195312, -88.36787796020508, -82.88643503189087, -71.3339409828186, -76.06783866882324]",False,4,after
22,nyu-mll/roberta-base-10M-1,79758,if it were joyce he were after miss sally blocked his schemes with much enjoyment.,"[4, 565, 561, 555, 46, 563, 149, 363, 299, 355, 337]","['after', 'tonight', 'today', 'time', 'before', 'tomorrow', 'day', 'now', 'later', 'night', 'morning']","[-93.28008651733398, -69.56447410583496, -136.6850700378418, -138.9344358444214, -139.1815710067749, -142.7796711921692, -136.98564291000366, -142.59800148010254, -142.22421836853027, -136.87608671188354]",False,4,after
23,nyu-mll/roberta-base-10M-1,51758,i 'm sure i ca n't tell her all my secrets after this... she might tell fred.,"[4, 149, 561, 355, 299, 563, 555, 46, 565, 337, 625]","['after', 'day', 'today', 'night', 'later', 'tomorrow', 'time', 'before', 'tonight', 'morning', 'yesterday']","[-141.030179977417, -144.7695608139038, -146.55172538757324, -136.89456176757812, -161.8323678970337, -155.35338020324707, -164.59563302993774, -146.98737287521362, -158.07384777069092, -155.71261978149414]",False,4,after
24,nyu-mll/roberta-base-10M-1,134102,and after your nap probably mormor would be here,"[4, 563, 565, 149, 625, 555, 46, 355, 363, 337, 561]","['after', 'tomorrow', 'tonight', 'day', 'yesterday', 'time', 'before', 'night', 'now', 'morning', 'today']","[-141.46587467193604, -160.77749347686768, -168.64065647125244, -153.38706159591675, -81.15243816375732, -81.88088893890381, -87.91228246688843, -85.62785243988037, -91.80723857879639, -90.80160093307495]",False,4,after
25,nyu-mll/roberta-base-10M-1,58992,"every day she loved her more, and yearned after her more deeply.","[4, 337, 555, 46, 299, 563, 149, 561, 625, 363, 565]","['after', 'morning', 'time', 'before', 'later', 'tomorrow', 'day', 'today', 'yesterday', 'now', 'tonight']","[-79.56276416778564, -87.8835997581482, -83.32378053665161, -91.38289213180542, -83.68838167190552, -40.91129207611084, -57.27041959762573, -54.15689277648926, -46.38376045227051, -51.64898157119751]",False,4,after
26,nyu-mll/roberta-base-10M-1,298995,then where did daddy take you after that,"[4, 625, 561, 149, 46, 363, 299, 355, 555, 565, 563]","['after', 'yesterday', 'today', 'day', 'before', 'now', 'later', 'night', 'time', 'tonight', 'tomorrow']","[-55.08035707473755, -54.86275005340576, -50.796377658843994, -54.94383096694946, -48.72056722640991, -57.542871952056885, -70.49642276763916, -82.73064947128296, -77.64791440963745, -79.35798215866089]",False,4,after
27,nyu-mll/roberta-base-10M-1,338461,where is the boy who looks after the sheep,"[4, 565, 625, 363, 563, 555, 149, 337, 299, 561, 355]","['after', 'tonight', 'yesterday', 'now', 'tomorrow', 'time', 'day', 'morning', 'later', 'today', 'night']","[-73.51560068130493, -72.23055791854858, -72.96342277526855, -82.28042650222778, -81.41727256774902, -79.76597785949707, -76.1804256439209, -32.18807411193848, -54.09304237365723, -56.85750102996826]",False,4,after
28,nyu-mll/roberta-base-10M-1,116665,after that he kept out of sight of all his neighbors.,"[4, 149, 625, 563, 561, 46, 337, 355, 363, 555, 299]","['after', 'day', 'yesterday', 'tomorrow', 'today', 'before', 'morning', 'night', 'now', 'time', 'later']","[-49.6184606552124, -50.650376319885254, -65.02607297897339, -53.715643882751465, -60.214810371398926, -48.08456039428711, -53.80499839782715, -57.31722164154053, -37.26577663421631, -41.92065238952637]",False,4,after
29,nyu-mll/roberta-base-10M-1,352189,yeah next time maybe we can come maybe i'll come in the afternoon because after you'd left and we had arranged for this time i realized that sometimes of course it's different,"[4, 625, 46, 555, 565, 363, 561, 355, 149, 337, 563]","['after', 'yesterday', 'before', 'time', 'tonight', 'now', 'today', 'night', 'day', 'morning', 'tomorrow']","[-46.665507316589355, -39.89527130126953, -38.31542682647705, -35.58876419067383, -37.26247310638428, -38.01209211349487, -35.58152198791504, -44.103426933288574, -42.86885690689087, -182.73528051376343]",False,4,after
30,nyu-mll/roberta-base-10M-1,378959,you've never been on an airplane before,"[5, 577, 248, 578, 54, 98, 85, 190, 524, 486, 573]","['airplane', 'tricycle', 'helicopter', 'truck', 'bicycle', 'car', 'bus', 'firetruck', 'stroller', 'sled', 'train']","[-33.53276348114014, -53.16339874267578, -46.27653217315674, -54.1455602645874, -53.545244216918945, -49.327444076538086, -42.36539936065674, -59.47749423980713, -65.94242477416992, -51.091885566711426]",True,5,airplane
31,nyu-mll/roberta-base-10M-1,167822,do you know how to make a paper airplane,"[5, 98, 572, 486, 54, 248, 63, 85, 577, 524, 578]","['airplane', 'car', 'tractor', 'sled', 'bicycle', 'helicopter', 'boat', 'bus', 'tricycle', 'stroller', 'truck']","[-43.26467704772949, -55.953582763671875, -48.098204135894775, -47.99682664871216, -54.82236433029175, -50.857736587524414, -48.84771394729614, -53.0874547958374, -53.62786102294922, -50.12383842468262]",True,5,airplane
32,nyu-mll/roberta-base-10M-1,321879,well not now they're not in the airplane,"[5, 248, 524, 578, 486, 190, 577, 98, 572, 85, 573]","['airplane', 'helicopter', 'stroller', 'truck', 'sled', 'firetruck', 'tricycle', 'car', 'tractor', 'bus', 'train']","[-53.35036611557007, -50.51647472381592, -47.45280456542969, -51.802528381347656, -71.51553726196289, -47.53062629699707, -63.4726185798645, -70.5475902557373, -59.476863384246826, -40.85425901412964]",False,5,airplane
33,nyu-mll/roberta-base-10M-1,161110,come over here and let's see who's in your airplane,"[5, 578, 85, 338, 577, 248, 63, 524, 98, 54, 573]","['airplane', 'truck', 'bus', 'motorcycle', 'tricycle', 'helicopter', 'boat', 'stroller', 'car', 'bicycle', 'train']","[-53.701159954071045, -46.520938873291016, -48.68874788284302, -40.12948513031006, -38.1314902305603, -40.619136333465576, -51.02990531921387, -55.84125518798828, -46.412840843200684, -39.63508319854736]",False,5,airplane
34,nyu-mll/roberta-base-10M-1,299617,there is an airplane out there xxx,"[5, 85, 54, 572, 524, 486, 98, 63, 573, 248, 577]","['airplane', 'bus', 'bicycle', 'tractor', 'stroller', 'sled', 'car', 'boat', 'train', 'helicopter', 'tricycle']","[-58.73679733276367, -36.38450813293457, -46.30881118774414, -42.660640716552734, -48.16581344604492, -46.135605812072754, -54.41596221923828, -55.340152740478516, -65.9197998046875, -64.20621871948242]",False,5,airplane
35,nyu-mll/roberta-base-10M-1,281244,she's waiting for the airplane to come,"[5, 54, 98, 572, 577, 578, 573, 338, 248, 85, 63]","['airplane', 'bicycle', 'car', 'tractor', 'tricycle', 'truck', 'train', 'motorcycle', 'helicopter', 'bus', 'boat']","[-46.571587562561035, -54.23737144470215, -48.65855598449707, -53.25333213806152, -57.30525016784668, -34.639540672302246, -40.17357349395752, -30.50110149383545, -39.154906272888184, -23.911255836486816]",False,5,airplane
36,nyu-mll/roberta-base-10M-1,219372,is there an airplane at the desert museum huh,"[5, 524, 486, 190, 248, 573, 338, 577, 54, 572, 98]","['airplane', 'stroller', 'sled', 'firetruck', 'helicopter', 'train', 'motorcycle', 'tricycle', 'bicycle', 'tractor', 'car']","[-34.813873291015625, -24.28730297088623, -36.27154541015625, -29.088650703430176, -31.499914169311523, -30.719443321228027, -66.81456804275513, -91.66771602630615, -89.32313346862793, -83.10672378540039]",False,5,airplane
37,nyu-mll/roberta-base-10M-1,242873,no it doesn't fit on that airplane,"[5, 486, 338, 524, 577, 572, 54, 85, 98, 190, 578]","['airplane', 'sled', 'motorcycle', 'stroller', 'tricycle', 'tractor', 'bicycle', 'bus', 'car', 'firetruck', 'truck']","[-77.38722610473633, -79.61817979812622, -87.27022743225098, -64.43661832809448, -86.26789283752441, -81.76381969451904, -79.49062442779541, -48.52242946624756, -64.93434000015259, -57.00656223297119]",False,5,airplane
38,nyu-mll/roberta-base-10M-1,172653,do you want the airplane to go,"[5, 524, 63, 190, 338, 98, 577, 572, 85, 248, 486]","['airplane', 'stroller', 'boat', 'firetruck', 'motorcycle', 'car', 'tricycle', 'tractor', 'bus', 'helicopter', 'sled']","[-68.31762075424194, -56.65419292449951, -56.32115650177002, -58.87832164764404, -51.122193336486816, -47.883326053619385, -68.87023735046387, -55.863707542419434, -33.311429023742676, -48.172417640686035]",False,5,airplane
39,nyu-mll/roberta-base-10M-1,339958,who do you want to go on the airplane with you,"[5, 248, 85, 54, 572, 338, 573, 577, 578, 190, 63]","['airplane', 'helicopter', 'bus', 'bicycle', 'tractor', 'motorcycle', 'train', 'tricycle', 'truck', 'firetruck', 'boat']","[-32.18360424041748, -51.578099727630615, -35.45426082611084, -26.901413917541504, -37.589680194854736, -38.071733474731445, -30.150111198425293, -33.22207164764404, -45.27255630493164, -42.308488845825195]",False,5,airplane
40,nyu-mll/roberta-base-10M-1,194470,i can't understand how anybody could get up and play through all morning without anything to eat,"[6, 342, 336, 172, 11, 1, 178, 372, 13, 566, 362]","['all', 'much', 'more', 'each', 'another', 'a lot', 'every', 'other', 'any', 'too', 'not']","[-94.51940393447876, -107.9733829498291, -110.14889907836914, -102.18898582458496, -106.3496265411377, -106.61128282546997, -96.27805280685425, -114.95995807647705, -100.92326068878174, -111.89279556274414]",True,6,all
41,nyu-mll/roberta-base-10M-1,130100,a lot of his books out of the bookshelves they're all over the floor and my husband xxx pick them up xxx,"[6, 13, 455, 1, 372, 566, 342, 336, 178, 11, 172]","['all', 'any', 'same', 'a lot', 'other', 'too', 'much', 'more', 'every', 'another', 'each']","[-118.88455581665039, -85.44040489196777, -100.73437547683716, -106.07675218582153, -91.97555160522461, -105.15313339233398, -98.55508947372437, -100.37006950378418, -98.76620817184448, -99.66157817840576]",False,6,all
42,nyu-mll/roberta-base-10M-1,251850,oh for gracious sake she brings all the towels out,"[6, 372, 172, 566, 178, 359, 455, 11, 503, 13, 342]","['all', 'other', 'each', 'too', 'every', 'none', 'same', 'another', 'some', 'any', 'much']","[-113.50799417495728, -99.21802616119385, -65.62414264678955, -89.33740282058716, -75.13402080535889, -85.33578109741211, -86.67018508911133, -87.70202207565308, -95.88317966461182, -81.27039670944214]",False,6,all
43,nyu-mll/roberta-base-10M-1,324356,well wiping your nose with all the tissues huh,"[6, 503, 1, 566, 342, 362, 178, 336, 172, 13, 11]","['all', 'some', 'a lot', 'too', 'much', 'not', 'every', 'more', 'each', 'any', 'another']","[-74.56202507019043, -83.95596122741699, -85.24513149261475, -63.928160667419434, -74.96788024902344, -87.87480211257935, -87.82633447647095, -85.6767749786377, -83.44062662124634, -80.3386583328247]",False,6,all
44,nyu-mll/roberta-base-10M-1,132647,all you've got_to do is go in and get xxx,"[6, 13, 372, 172, 362, 566, 11, 503, 336, 359, 455]","['all', 'any', 'other', 'each', 'not', 'too', 'another', 'some', 'more', 'none', 'same']","[-81.18453645706177, -74.17329788208008, -80.4274320602417, -80.2184648513794, -66.669997215271, -75.22326993942261, -80.32312631607056, -73.3871169090271, -78.37271070480347, -80.27193403244019]",False,6,all
45,nyu-mll/roberta-base-10M-1,122054,"they were real berries, and all he had got to do was to help himself.","[6, 359, 342, 362, 172, 336, 566, 503, 11, 1, 178]","['all', 'none', 'much', 'not', 'each', 'more', 'too', 'some', 'another', 'a lot', 'every']","[-70.92115592956543, -73.13451862335205, -78.23317575454712, -70.38874053955078, -84.30255365371704, -59.49122428894043, -67.58488273620605, -69.63864612579346, -82.79338932037354, -75.32074737548828]",False,6,all
46,nyu-mll/roberta-base-10M-1,316187,we took away all your binkies no binkies,"[6, 455, 1, 362, 172, 359, 566, 342, 336, 13, 372]","['all', 'same', 'a lot', 'not', 'each', 'none', 'too', 'much', 'more', 'any', 'other']","[-77.8379898071289, -86.31412982940674, -73.11552715301514, -76.13372230529785, -65.97438621520996, -69.08563423156738, -54.3004207611084, -78.57918691635132, -61.59900951385498, -68.58463287353516]",False,6,all
47,nyu-mll/roberta-base-10M-1,359825,you did all your dances and you were playing with daddy out in the yard uhhuh,"[6, 362, 11, 503, 13, 342, 359, 566, 455, 372, 336]","['all', 'not', 'another', 'some', 'any', 'much', 'none', 'too', 'same', 'other', 'more']","[-64.05660438537598, -65.51046991348267, -69.60341262817383, -68.37792587280273, -61.927101135253906, -65.677969455719, -74.84125757217407, -99.57819557189941, -115.88996601104736, -115.71011543273926]",False,6,all
48,nyu-mll/roberta-base-10M-1,307855,trying to press them all at the same time,"[6, 362, 566, 178, 359, 372, 1, 172, 503, 336, 13]","['all', 'not', 'too', 'every', 'none', 'other', 'a lot', 'each', 'some', 'more', 'any']","[-107.45198059082031, -112.86261749267578, -118.74777746200562, -120.93570804595947, -115.1577959060669, -123.39873218536377, -114.30737018585205, -116.7326545715332, -18.59769105911255, -25.13582944869995]",False,6,all
49,nyu-mll/roberta-base-10M-1,137073,and laura is all up at the breakfast table waiting for everyone else to come,"[6, 342, 566, 172, 359, 1, 455, 336, 11, 503, 178]","['all', 'much', 'too', 'each', 'none', 'a lot', 'same', 'more', 'another', 'some', 'every']","[-29.232435703277588, -40.3707389831543, -29.39182472229004, -41.4037504196167, -25.359496116638184, -30.466052055358887, -30.418896675109863, -24.71020269393921, -25.16339635848999, -60.185866355895996]",False,6,all
50,nyu-mll/roberta-base-10M-1,134265,and and um and mrs alligator says that there's there is um trees and xxx up and flowers,"[8, 581, 224, 56, 415, 404, 170, 394, 432, 632, 468]","['alligator', 'turkey', 'goose', 'bird', 'pony', 'pig', 'duck', 'penguin', 'puppy', 'zebra', 'sheep']","[-157.06727647781372, -157.45847415924072, -158.00659942626953, -153.7569079399109, -164.57462120056152, -157.8192105293274, -156.95124530792236, -161.74843072891235, -164.0088768005371, -149.7296986579895]",False,8,alligator
51,nyu-mll/roberta-base-10M-1,378289,you're right i think it's alligator he's hiding behind the curtain,"[8, 415, 394, 211, 290, 380, 632, 176, 224, 251, 12]","['alligator', 'pony', 'penguin', 'giraffe', 'kitty', 'owl', 'zebra', 'elephant', 'goose', 'hen', 'ant']","[-155.91590070724487, -70.85891342163086, -78.72743701934814, -75.89403676986694, -78.7959508895874, -64.92046165466309, -75.69613742828369, -63.71221113204956, -78.79064559936523, -73.89491176605225]",False,8,alligator
52,nyu-mll/roberta-base-10M-1,287529,tadi takes his byebye bathie with alligator don't you,"[8, 176, 81, 339, 224, 102, 45, 394, 380, 415, 553]","['alligator', 'elephant', 'bug', 'mouse', 'goose', 'cat', 'bee', 'penguin', 'owl', 'pony', 'tiger']","[-76.12283039093018, -74.98508644104004, -106.69239807128906, -106.16425037384033, -103.50082302093506, -109.20489311218262, -111.62968063354492, -105.19938087463379, -103.27072858810425, -111.02780437469482]",False,8,alligator
53,nyu-mll/roberta-base-10M-1,248575,now put your hand in the alligator,"[8, 150, 157, 45, 211, 224, 251, 415, 468, 380, 176]","['alligator', 'deer', 'dog', 'bee', 'giraffe', 'goose', 'hen', 'pony', 'sheep', 'owl', 'elephant']","[-109.14215278625488, -105.40466737747192, -104.30236721038818, -43.88231611251831, -34.15816116333008, -33.11170291900635, -35.765929222106934, -29.97172260284424, -41.33591365814209, -37.69438171386719]",False,8,alligator
54,nyu-mll/roberta-base-10M-1,327897,what did the alligator want to do to mr punch,"[8, 81, 404, 306, 510, 102, 157, 45, 451, 176, 290]","['alligator', 'bug', 'pig', 'lion', 'squirrel', 'cat', 'dog', 'bee', 'rooster', 'elephant', 'kitty']","[-37.57973384857178, -36.47703170776367, -38.411409854888916, -30.101675987243652, -74.34525108337402, -75.68037462234497, -77.44419765472412, -73.76897716522217, -81.59221649169922, -75.29279327392578]",False,8,alligator
55,nyu-mll/roberta-base-10M-1,236525,maybe the alligator wants to eat your pretzel not you eating the gorilla,"[8, 87, 176, 12, 632, 150, 9, 159, 170, 264, 468]","['alligator', 'butterfly', 'elephant', 'ant', 'zebra', 'deer', 'animal', 'donkey', 'duck', 'horse', 'sheep']","[-74.40127515792847, -75.3428955078125, -77.27110385894775, -74.10572004318237, -78.3459644317627, -81.81866931915283, -85.37906074523926, -86.33295345306396, -88.99997806549072, -79.10267639160156]",False,8,alligator
56,nyu-mll/roberta-base-10M-1,353096,yeah there's an alligator on the train,"[8, 211, 404, 150, 290, 45, 159, 451, 87, 137, 81]","['alligator', 'giraffe', 'pig', 'deer', 'kitty', 'bee', 'donkey', 'rooster', 'butterfly', 'cow', 'bug']","[-85.15502643585205, -84.8050365447998, -87.53240299224854, -84.67841243743896, -86.50431966781616, -89.19430637359619, -35.754979610443115, -46.4194278717041, -45.88663053512573, -48.06029510498047]",False,8,alligator
57,nyu-mll/roberta-base-10M-1,347754,xxx i'm cleaning your alligator plate you see their face,"[8, 451, 331, 87, 404, 510, 394, 137, 176, 583, 102]","['alligator', 'rooster', 'monkey', 'butterfly', 'pig', 'squirrel', 'penguin', 'cow', 'elephant', 'turtle', 'cat']","[-48.07040071487427, -52.776268005371094, -50.50405502319336, -37.674400806427, -52.15417242050171, -48.5574517250061, -50.22058868408203, -99.62045383453369, -89.7987551689148, -94.54387331008911]",False,8,alligator
58,nyu-mll/roberta-base-10M-1,342008,why don't you be the alligator sarah,"[8, 510, 553, 42, 12, 45, 296, 394, 583, 202, 150]","['alligator', 'squirrel', 'tiger', 'bear', 'ant', 'bee', 'lamb', 'penguin', 'turtle', 'frog', 'deer']","[-95.45914125442505, -94.29453182220459, -95.40875434875488, -90.92777872085571, -97.27330160140991, -90.66026592254639, -103.43711948394775, -99.65373706817627, -54.880072593688965, -64.8807430267334]",False,8,alligator
59,nyu-mll/roberta-base-10M-1,295145,the bear wants the old lady and mister alligator to come with him,"[8, 415, 339, 102, 581, 334, 404, 42, 510, 432, 264]","['alligator', 'pony', 'mouse', 'cat', 'turkey', 'moose', 'pig', 'bear', 'squirrel', 'puppy', 'horse']","[-57.64637088775635, -60.798452377319336, -61.595890045166016, -59.91792011260986, -62.00011348724365, -66.51560401916504, -66.10075664520264, -60.6260347366333, -54.50323295593262, -64.48037433624268]",False,8,alligator
