word	items.a	items.b	items.g	items.u	means	F1
92	car	0.729951456982698	0.695985000214939	0	1	0	1
93	careful	2.62011592248282	1.09050888337509	0	1	0	1
94	carrots	6.44176818031194	3.06610286168339	0	1	0	1
95	carry	0.584036726146144	2.114417183879	0	1	0	1
96	cat	2.70867292417131	1.37337464782757	0	1	0	1
97	catch	2.01711672922508	0.835324071015614	0	1	0	1
98	cereal	6.44176818031194	3.06610286168339	0	1	0	1
99	chair	1.51024019949966	2.24121447752401	0	1	0	1
100	chalk	6.44176818031194	3.06610286168339	0	1	0	1
101	chase	6.44176818031194	3.06610286168339	0	1	0	1
102	cheek	32.1675537310615	1.20008961022441	0	1	0	1
103	cheerios	6.44176818031194	3.06610286168339	0	1	0	1
104	cheese	3.57776614583234	1.06225832802606	0	1	0	1
105	child	1.93746188189526	1.50311022961854	0	1	0	1
106	chin	0.830638733918036	3.14984478040845	0	1	0	1
107	chocolate	1.20403435020971	0.938941894637922	0	1	0	1
108	church	1.10765362254501	1.41012786663402	0	1	0	1
109	circus	6.44176818031194	3.06610286168339	0	1	0	1
110	clap	32.1675537310616	1.20008961022441	0	1	0	1
111	climb	1.13353923518469	1.39409172104561	0	1	0	1
112	clock	1.12552798227093	-0.650327248500441	0	1	0	1
113	close	0.92569672839223	1.05870079680208	0	1	0	1
114	closet	2.25826631762495	1.86774653372457	0	1	0	1
115	cloud	2.25830803298409	1.86773520815322	0	1	0	1
116	clown	6.44176818031194	3.06610286168339	0	1	0	1
117	coat	2.62011592248282	1.09050888337509	0	1	0	1
118	coffee	3.57776614583234	1.06225832802606	0	1	0	1
119	coke	6.44176818031194	3.06610286168339	0	1	0	1
120	cold	2.70867292417131	1.37337464782757	0	1	0	1
121	comb	2.06915122018278	1.13361086482291	0	1	0	1
122	cook	6.44176818031194	3.06610286168339	0	1	0	1
123	cookie	6.44176818031194	3.06610286168339	0	1	0	1
124	corn	6.44176818031194	3.06610286168339	0	1	0	1
125	couch	0.861040942158368	1.10248278765944	0	1	0	1
126	country	6.44176818031194	3.06610286168339	0	1	0	1
127	cover	4.37281203706967	1.28018234120041	0	1	0	1
128	cow	6.44176818031195	3.06610286168339	0	1	0	1
129	cowboy	2.25826631762495	1.86774653372457	0	1	0	1
130	cracker	6.44176818031194	3.06610286168339	0	1	0	1
131	crayon	6.44176818031194	3.06610286168339	0	1	0	1
132	crib	1.23268191790412	2.50118015964938	0	1	0	1
133	cry	36.3651983249421	1.40691427824288	0	1	0	1
134	cup	66.3172285154108	0.301558817295933	0	1	0	1
135	cut	1.51924641298767	1.65028871437622	0	1	0	1
136	cute	1.77397904208767	0.849113690730035	0	1	0	1
137	daddy	36.3651983249421	1.40691427824288	0	1	0	1
138	dance	36.3651983249421	1.40691427824288	0	1	0	1
139	dark	2.70867292417131	1.37337464782757	0	1	0	1
140	day	12.2270473569255	-1.95571197703958	0	1	0	1
141	deer	6.44176818031194	3.06610286168339	0	1	0	1
142	diaper	6.44176818031194	3.06610286168339	0	1	0	1
143	did	0.870118491694859	-2.3764486536844	0	1	0	1
144	dinner	3.22346401727892	0.568262523579768	0	1	0	1
145	dirty	1.43775168362826	1.25827586602389	0	1	0	1
146	dish	6.44176818031194	3.06610286168339	0	1	0	1
147	doctor	6.44176818031194	3.06610286168339	0	1	0	1
148	dog	2.62011453832207	1.09050895591225	0	1	0	1
149	doll	6.44176818031194	3.06610286168339	0	1	0	1
150	donkey	2.25830803298409	1.86773520815322	0	1	0	1
151	donut	6.44176818031194	3.06610286168339	0	1	0	1
152	door	0.880093844004484	-1.7678713319103	0	1	0	1
153	down	42.7511085211956	-2.89817012707805	0	1	0	1
154	downtown	6.44176818031194	3.0661028616834	0	1	0	1
155	draw	1.93746188189526	1.50311022961854	0	1	0	1
156	drawer	36.3651983249421	1.40691427824288	0	1	0	1
157	dress	1.51157262637034	1.65393682292487	0	1	0	1
158	drive	0.642297115584987	1.3371455776711	0	1	0	1
159	drop	32.1675537310616	1.20008961022441	0	1	0	1
160	dryer	6.44176818031194	3.0661028616834	0	1	0	1
161	duck	6.44176818031194	3.06610286168339	0	1	0	1
162	dump	32.1671034617832	1.20008961950727	0	1	0	1
163	each	1.16400075647321	-1.09422560558322	0	1	0	1
164	ear	1.51839045167465	0.53581531389618	0	1	0	1
165	eat	2.36808701966316	-1.32873730851547	0	1	0	1
166	egg	0.671858074795771	2.64042389837687	0	1	0	1
167	elephant	6.44176818031194	3.06610286168339	0	1	0	1
168	empty	2.25830803298409	1.86773520815322	0	1	0	1
169	every	0.787986178276257	-0.290758434110968	0	1	0	1
170	eye	1.51157262637034	1.65393682292487	0	1	0	1
171	face	1.86530133938741	-0.119696107652842	0	1	0	1
172	fall	2.62011592248282	1.09050888337509	0	1	0	1
173	farm	0.887628090104104	2.19998448144821	0	1	0	1
174	fast	0.764328331711388	1.18616234843239	0	1	0	1
175	feed	1.00311865837168	0.586066080074123	0	1	0	1
176	find	1.25038070856372	-2.15118294806808	0	1	0	1
177	fine	36.3651983249421	1.40691427824288	0	1	0	1
178	finger	1.51157262636321	1.6539368229271	0	1	0	1
179	finish	2.6209068176773	0.553849730661983	0	1	0	1
180	fireman	6.44176818031194	3.06610286168339	0	1	0	1
181	firetruck	6.44176818031194	3.06610286168339	0	1	0	1
182	first	0.38019313100782	1.21797438091736	0	1	0	1
183	fit	2.0806936054741	0.832862850878756	0	1	0	1
184	fix	1.39739672904725	0.539595971488557	0	1	0	1
185	flag	6.44176818031194	3.06610286168339	0	1	0	1
186	flower	6.44176818031194	3.0661028616834	0	1	0	1
187	food	1.40754711057587	0.186812833370689	0	1	0	1
188	foot	1.93746188161614	1.50311022966974	0	1	0	1
189	for.	2.60311400235412	-3.27090268634419	0	1	0	1
190	fork	1.51024019949966	2.24121447752401	0	1	0	1
191	friend	0.742196636580016	1.78466252357975	0	1	0	1
192	frog	6.44176818031194	3.06610286168339	0	1	0	1
193	full	0.578422817964621	1.44651031188132	0	1	0	1
194	game	2.83776786416864	0.278541196761292	0	1	0	1
195	garage	1.20116294655444	0.939782231364986	0	1	0	1
196	garbage	2.25826631762495	1.86774653372457	0	1	0	1
197	garden	0.940394861830582	1.04984157229036	0	1	0	1
198	gentle	36.365198324942	1.40691427824288	0	1	0	1
199	get	12.6723822021828	-3.78379692414988	0	1	0	1
200	giraffe	6.44176818031194	3.06610286168339	0	1	0	1
201	girl	1.04823422866737	0.169718066656546	0	1	0	1
202	give	42.7511085211956	-2.89817012707805	0	1	0	1
203	glass	32.1675537310616	1.20008961022441	0	1	0	1
204	glasses	2.70867292417131	1.37337464782757	0	1	0	1
205	gloves	6.44176818031194	3.06610286168339	0	1	0	1
206	glue	6.44176818031194	3.06610286168339	0	1	0	1
207	go	12.6723822021828	-3.78379692414988	0	1	0	1
208	good	1.16400075647321	-1.09422560558322	0	1	0	1
209	goose	6.44176818031194	3.06610286168339	0	1	0	1
210	grandma	32.1675537310616	1.20008961022441	0	1	0	1
211	grandpa	32.1675537310616	1.20008961022441	0	1	0	1
212	grapes	6.44176818031194	3.06610286168339	0	1	0	1
213	grass	2.70867292417131	1.37337464782757	0	1	0	1
214	green	3.770427765683	0.310938087576235	0	1	0	1
215	grrr	6.44176818031194	3.06610286168339	0	1	0	1
216	gum	6.44176818031194	3.06610286168339	0	1	0	1
217	hair	1.30370234098279	-0.197033048012765	0	1	0	1
218	hamburger	36.3651983249421	1.40691427824288	0	1	0	1
219	hammer	0.522671790752628	3.16552011928008	0	1	0	1
220	hand	2.17821930140152	-0.46177536898713	0	1	0	1
221	happy	0.942163748360098	1.04880017645053	0	1	0	1
222	hard	60.1933561675024	-0.899113604406713	0	1	0	1
223	hat	0.970886409558537	2.86904333103999	0	1	0	1
224	hate	2.70867083977086	1.37337486994553	0	1	0	1
225	have	12.6723822021828	-3.78379692414988	0	1	0	1
226	he	0.717953824951195	-1.92369030325181	0	1	0	1
227	head	57.9784702694225	-1.09945799249267	0	1	0	1
228	hear	1.39256262556729	-1.01832568874133	0	1	0	1
229	heavy	1.51024019949966	2.24121447752401	0	1	0	1
230	helicopter	6.44176818031194	3.06610286168339	0	1	0	1
231	hello	4.37281203706966	1.28018234120041	0	1	0	1
232	help	57.9784702694225	-1.09945799249267	0	1	0	1
233	hen	6.44176818031194	3.06610286168339	0	1	0	1
234	her	0.729815991496125	-2.54462779392371	0	1	0	1
235	here	0.770346018725447	0.671856612096453	0	1	0	1
236	hers	2.25826631762495	1.86774653372457	0	1	0	1
237	hi	2.41884188077424	0.824858582343202	0	1	0	1
238	hide	4.37281203706966	1.28018234120041	0	1	0	1
239	high	1.33542660710458	0.906293157629279	0	1	0	1
240	him	0.658152128771884	-0.845953347998456	0	1	0	1
241	his	0.917583109609232	-3.01338361373049	0	1	0	1
242	hit	4.24127472588498	0.584752017083561	0	1	0	1
243	hold	1.60051225381371	-0.53641314868405	0	1	0	1
244	home	1.75353974534501	-0.511189018121402	0	1	0	1
245	horse	1.23268191790412	2.50118015964938	0	1	0	1
246	hose	6.44176818031194	3.06610286168339	0	1	0	1
247	hot	0.471118587911638	1.70718116481254	0	1	0	1
248	house	0.971707397975531	0.170013260277852	0	1	0	1
249	how	60.1933561675025	-0.899113604406711	0	1	0	1
250	hug	0.804542221156302	1.14830374079359	0	1	0	1
251	hungry	2.62011453832207	1.09050895591225	0	1	0	1
252	hurry	3.57776618762002	1.06225832819073	0	1	0	1
253	hurt	41.7689829669505	0.652748674281847	0	1	0	1
254	ice	41.4609039075406	-3.10035527395749	0	1	0	1
255	inside	5.18595627145123	0.32950741754342	0	1	0	1
256	into	12.6723822021829	-3.78379692414988	0	1	0	1
257	it	1.74700335003446	-3.38148958828924	0	1	0	1
258	jacket	1.93746188189526	1.50311022961854	0	1	0	1
259	jar	6.44176818031194	3.06610286168339	0	1	0	1
260	jeans	5.88172667242348	1.05443332432162	0	1	0	1
261	jello	6.44176818031194	3.06610286168339	0	1	0	1
262	jelly	36.3651983249421	1.40691427824288	0	1	0	1
263	juice	2.06915122018122	1.13361086482297	0	1	0	1
264	jump	2.06915122018122	1.13361086482297	0	1	0	1
265	keys	6.44176818031194	3.06610286168339	0	1	0	1
266	kick	2.41884188077424	0.824858582343202	0	1	0	1
267	kiss	2.6327960871289	0.554161021056638	0	1	0	1
268	kitchen	0.877247201510414	-0.274678097002908	0	1	0	1
269	kitty	6.44176818031194	3.06610286168339	0	1	0	1
270	knee	36.3651983249421	1.40691427824288	0	1	0	1
271	knife	6.44176818031194	3.06610286168339	0	1	0	1
272	knock	3.32274628865497	-0.0126163175271865	0	1	0	1
273	ladder	32.1671034617832	1.20008961950727	0	1	0	1
274	lady	1.22669212528028	0.932521197882026	0	1	0	1
275	lamb	6.44176818031194	3.06610286168339	0	1	0	1
276	lamp	1.51024019949966	2.24121447752401	0	1	0	1
277	last	0.593821234086324	-2.10663226631812	0	1	0	1
278	later	0.630248978470447	0.774694589375097	0	1	0	1
279	leg	2.25826631762495	1.86774653372457	0	1	0	1
280	lick	36.365198324942	1.40691427824287	0	1	0	1
281	light	2.05847673495994	1.13483201508819	0	1	0	1
282	like	12.2270473569256	-1.95571197703957	0	1	0	1
283	lion	1.51024019949966	2.24121447752401	0	1	0	1
284	lips	41.7689829669505	0.652748674281848	0	1	0	1
285	listen	66.3172285154108	0.301558817295933	0	1	0	1
286	little	12.2270473569256	-1.95571197703957	0	1	0	1
287	lollipop	6.44176818031194	3.06610286168339	0	1	0	1
288	long	0.56834894156532	-2.15505983882273	0	1	0	1
289	look	1.217540601011	-0.211815759268016	0	1	0	1
290	loud	41.7689829669505	0.652748674281847	0	1	0	1
291	love	0.974851147831652	-0.700913122674783	0	1	0	1
292	lunch	3.94529668855856	0.828267417669751	0	1	0	1
293	mad	60.1866995902675	0.899171240816705	0	1	0	1
294	mailman	6.44176818031194	3.06610286168339	0	1	0	1
295	make	12.2270473569255	-1.95571197703958	0	1	0	1
296	man	0.996960060491153	-1.16678552582693	0	1	0	1
297	me	1.74700335003446	-3.38148958828924	0	1	0	1
298	meat	0.830099320344968	2.29465898554993	0	1	0	1
299	medicine	6.44176818031194	3.06610286168339	0	1	0	1
300	melon	6.44176818031194	3.06610286168339	0	1	0	1
301	meow	6.44176818031194	3.06610286168339	0	1	0	1
302	milk	32.1671034617833	1.20008961950727	0	1	0	1
303	mine	0.830099320344968	2.29465898554993	0	1	0	1
304	mittens	6.44176818031194	3.06610286168339	0	1	0	1
305	mommy	2.25830803298409	1.86773520815322	0	1	0	1
306	money	1.60895403248224	-0.534897145315112	0	1	0	1
307	monkey	6.44176818031194	3.06610286168339	0	1	0	1
308	moo	6.44176818031194	3.06610286168339	0	1	0	1
309	moon	6.44176818031194	3.06610286168339	0	1	0	1
310	moose	6.44176818031194	3.06610286168339	0	1	0	1
311	mop	6.44176818031194	3.06610286168339	0	1	0	1
312	more	1.10188943525711	-1.11915041110614	0	1	0	1
313	morning	60.1933561675024	-0.899113604406712	0	1	0	1
314	motorcycle	1.25809296263932	1.80434020947675	0	1	0	1
315	mouse	6.44176818031195	3.06610286168339	0	1	0	1
316	mouth	1.28983802538969	-0.603929300491484	0	1	0	1
317	movie	1.00177198948234	1.01657271754737	0	1	0	1
318	much	1.99476405417635	-2.71251153332905	0	1	0	1
319	muffin	6.44176818031194	3.06610286168339	0	1	0	1
320	my	41.4609039075406	-3.10035527395749	0	1	0	1
321	myself	1.51924641298767	1.65028871437622	0	1	0	1
322	nail	6.44176818031194	3.06610286168339	0	1	0	1
323	nap	3.94529668855856	0.828267417669751	0	1	0	1
324	napkin	6.44176818031194	3.0661028616834	0	1	0	1
325	naughty	6.44176818031194	3.06610286168339	0	1	0	1
326	necklace	6.44176818031194	3.06610286168339	0	1	0	1
327	new	0.845423556040024	-0.752146669497144	0	1	0	1
328	nice	3.24180047647112	0.568647375635343	0	1	0	1
329	night	0.884281241644522	-0.735868729348736	0	1	0	1
330	no	1.09211142174059	0.976756269502597	0	1	0	1
331	noisy	6.44176818031194	3.06610286168339	0	1	0	1
332	none	32.1671034617832	1.20008961950727	0	1	0	1
333	noodles	6.44176818031194	3.06610286168339	0	1	0	1
334	nose	32.1675537310616	1.20008961022441	0	1	0	1
335	not	1.99476405417635	-2.71251153332905	0	1	0	1
336	now	1.13353923518469	1.39409172104561	0	1	0	1
337	nurse	6.44176818031194	3.06610286168339	0	1	0	1
338	nuts	6.44176818031194	3.06610286168339	0	1	0	1
339	of	0.729661514211955	-4.18270935463093	0	1	0	1
340	off	1.82668858546878	-0.124025416995297	0	1	0	1
341	old	1.10217324607419	0.170736594916882	0	1	0	1
342	on	12.6723822021828	-3.78379692414989	0	1	0	1
343	open	1.69299777572461	0.534383986787737	0	1	0	1
344	other	2.60311400235413	-3.27090268634419	0	1	0	1
345	ouch	6.44176818031194	3.06610286168339	0	1	0	1
346	our	2.36808701966316	-1.32873730851547	0	1	0	1
347	out	0.357830588760791	-3.83225459871768	0	1	0	1
348	outside	1.23268191790412	2.50118015964938	0	1	0	1
349	oven	5.88172667242348	1.05443332432162	0	1	0	1
350	over	3.2669181125986	-1.23908992928143	0	1	0	1
351	owl	4.37281203706967	1.28018234120041	0	1	0	1
352	paint	1.93746188161614	1.50311022966974	0	1	0	1
353	pajamas	6.44176818031194	3.06610286168339	0	1	0	1
354	pancake	6.44176818031194	3.06610286168339	0	1	0	1
355	pants	2.40751069821145	0.825020815157346	0	1	0	1
356	paper	0.815211795091026	1.13903395169053	0	1	0	1
357	park	1.0048148443584	0.585674324571402	0	1	0	1
358	party	2.08383133676095	0.235365059985092	0	1	0	1
359	pattycake	6.44176818031194	3.06610286168339	0	1	0	1
360	peas	6.44176818031194	3.06610286168339	0	1	0	1
361	peekaboo	6.44176818031194	3.06610286168339	0	1	0	1
362	pen	0.885506864625842	3.03031388929055	0	1	0	1
363	pencil	6.44176818031194	3.06610286168339	0	1	0	1
364	penguin	6.44176818031194	3.06610286168339	0	1	0	1
365	penis	6.44176818031194	3.06610286168339	0	1	0	1
366	penny	2.25826631762495	1.86774653372457	0	1	0	1
367	people	1.74700335003446	-3.38148958828924	0	1	0	1
368	person	1.36069324588173	-0.586367276693546	0	1	0	1
369	pick	42.7511085211955	-2.89817012707805	0	1	0	1
370	pickle	6.44176818031194	3.06610286168339	0	1	0	1
371	picnic	2.25826631762495	1.86774653372457	0	1	0	1
372	picture	36.365198324942	1.40691427824287	0	1	0	1
373	pig	6.44176818031194	3.06610286168339	0	1	0	1
374	pillow	2.25826631762495	1.86774653372457	0	1	0	1
375	pizza	36.3651983249421	1.40691427824288	0	1	0	1
376	plant	6.44176818031194	3.06610286168339	0	1	0	1
377	plate	0.584036726146144	2.114417183879	0	1	0	1
378	play	24.549099811867	-0.422275500786812	0	1	0	1
379	playground	6.44176818031194	3.06610286168339	0	1	0	1
380	please	36.365198324942	1.40691427824287	0	1	0	1
381	police	0.835427350493337	-0.282322857233309	0	1	0	1
382	pony	36.365198324942	1.40691427824288	0	1	0	1
383	pool	1.93746188161614	1.50311022966974	0	1	0	1
384	poor	6.44176818031194	3.06610286168339	0	1	0	1
385	popcorn	6.44176818031194	3.06610286168339	0	1	0	1
386	popsicle	6.44176818031194	3.06610286168339	0	1	0	1
387	porch	32.1671034617832	1.20008961950727	0	1	0	1
388	potato	2.25830803298409	1.86773520815322	0	1	0	1
389	potty	6.44176818031194	3.06610286168339	0	1	0	1
390	pour	2.08383133676095	0.235365059985092	0	1	0	1
391	present	6.44176818031194	3.06610286168339	0	1	0	1
392	pretend	1.51157262637034	1.65393682292487	0	1	0	1
393	pretty	1.18445057517338	0.173709489745833	0	1	0	1
394	pretzel	6.44176818031194	3.06610286168339	0	1	0	1
395	pudding	36.365198324942	1.40691427824287	0	1	0	1
396	pull	1.38603822221316	0.185355864158748	0	1	0	1
397	pumpkin	1.51024019949966	2.24121447752401	0	1	0	1
398	puppy	6.44176818031194	3.06610286168339	0	1	0	1
399	purse	6.44176818031194	3.06610286168339	0	1	0	1
400	push	2.40751069821145	0.825020815157346	0	1	0	1
401	put	12.2270473569255	-1.95571197703958	0	1	0	1
402	puzzle	2.25830803298409	1.86773520815322	0	1	0	1
403	quiet	61.6524867357381	1.09355718388163	0	1	0	1
404	radio	2.70867083977086	1.37337486994553	0	1	0	1
405	rain	2.62011453832207	1.09050895591225	0	1	0	1
406	raisin	6.44176818031194	3.06610286168339	0	1	0	1
407	read	2.12270401884527	-0.466828532931422	0	1	0	1
408	red	1.93746188161614	1.50311022966974	0	1	0	1
409	refrigerator	1.25809296263932	1.80434020947675	0	1	0	1
410	ride	2.0798747320104	-0.0977499465337652	0	1	0	1
411	rip	36.3651983249421	1.40691427824288	0	1	0	1
412	rock	36.3651983249421	1.40691427824288	0	1	0	1
413	roof	0.970886409558537	2.86904333103999	0	1	0	1
414	room	1.48500864251862	-0.558748157792527	0	1	0	1
415	rooster	6.44176818031194	3.06610286168339	0	1	0	1
416	run	1.54935729864736	-0.159183285379342	0	1	0	1
417	sad	32.1675537310616	1.20008961022441	0	1	0	1
418	salt	0.58554094434594	2.91017593252349	0	1	0	1
419	same	0.812642792278198	-1.82453737746392	0	1	0	1
420	sandbox	6.44176818031194	3.06610286168339	0	1	0	1
421	sandwich	6.44176818031194	3.06610286168339	0	1	0	1
422	sauce	2.62011453832207	1.09050895591225	0	1	0	1
423	say	2.789174225985	-2.74841778703205	0	1	0	1
424	scared	60.1866995902675	0.899171240816705	0	1	0	1
425	scarf	36.365198324942	1.40691427824287	0	1	0	1
426	school	0.831048182919585	0.178570178995585	0	1	0	1
427	scissors	0.970886409558537	2.86904333103999	0	1	0	1
428	see	0.976576755529828	-2.95862820173075	0	1	0	1
429	shake	1.93746188189526	1.50311022961854	0	1	0	1
430	share	0.913455311770294	1.56630788616062	0	1	0	1
431	she	1.10967827905773	-2.20961543948674	0	1	0	1
432	sheep	6.44176818031194	3.06610286168339	0	1	0	1
433	shush	6.44176818031194	3.06610286168339	0	1	0	1
434	shirt	1.69774682710792	0.534393445190611	0	1	0	1
435	shoe	6.44176818031194	3.06610286168339	0	1	0	1
436	shopping	60.1866995902674	0.899171240816704	0	1	0	1
437	shorts	1.51024019949966	2.24121447752401	0	1	0	1
438	shoulder	2.01711672922508	0.835324071015614	0	1	0	1
439	shovel	6.44176818031194	3.06610286168339	0	1	0	1
440	show	12.2270473569255	-1.95571197703958	0	1	0	1
441	shower	66.3172285154108	0.301558817295933	0	1	0	1
442	sick	6.44176818031194	3.06610286168339	0	1	0	1
443	sidewalk	6.44176818031194	3.06610286168339	0	1	0	1
444	sing	1.36978787421016	0.540898742457993	0	1	0	1
445	sink	0.904352407311084	2.17476710100116	0	1	0	1
446	sister	61.6524867357381	1.09355718388164	0	1	0	1
447	sit	1.25677252073858	-2.14898888324394	0	1	0	1
448	skate	6.44176818031194	3.06610286168339	0	1	0	1
449	sky	1.88831293681658	0.221748303308394	0	1	0	1
450	sled	6.44176818031194	3.06610286168339	0	1	0	1
451	sleep	2.41546236690985	-0.443811382064885	0	1	0	1
452	sleepy	6.44176818031194	3.06610286168339	0	1	0	1
453	slipper	6.44176818031194	3.06610286168339	0	1	0	1
454	slow	6.44176818031194	3.06610286168339	0	1	0	1
455	smile	2.70867083977086	1.37337486994553	0	1	0	1
456	snack	6.44176818031194	3.06610286168339	0	1	0	1
457	sneaker	6.44176818031194	3.06610286168339	0	1	0	1
458	snow	1.51024019949966	2.24121447752401	0	1	0	1
459	snowman	6.44176818031194	3.06610286168339	0	1	0	1
460	snowsuit	6.44176818031194	3.06610286168339	0	1	0	1
461	soap	2.62011592248282	1.09050888337509	0	1	0	1
462	sock	36.3651983249421	1.40691427824288	0	1	0	1
463	soda	0.885506864625842	3.03031388929055	0	1	0	1
464	sofa	4.37281203706965	1.28018234120041	0	1	0	1
465	soft	1.68934124340759	1.19249023631807	0	1	0	1
466	some	1.039556793408	-2.91023013239613	0	1	0	1
467	soup	2.05847673495994	1.13483201508819	0	1	0	1
468	spaghetti	6.44176818031194	3.06610286168339	0	1	0	1
469	spill	1.93746188189526	1.50311022961854	0	1	0	1
470	splash	1.51157262637034	1.65393682292487	0	1	0	1
471	spoon	1.1225804434781	1.91682144238256	0	1	0	1
472	sprinkler	6.44176818031194	3.06610286168339	0	1	0	1
473	squirrel	6.44176818031194	3.06610286168339	0	1	0	1
474	stairs	60.1933561675024	-0.899113604406712	0	1	0	1
475	stand	1.2995204255109	0.179823533815502	0	1	0	1
